Sn,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,imdb_score,budget,gross,profit_percent,Hit/Flop
3575,The Terminator,James Cameron,Michael Biehn,Brian Thompson,Paul Winfield,Action|Sci-Fi,8.1,6500000,38400000,4.907692308,HIT
3576,Good Bye Lenin!,Wolfgang Becker,Florian Lukas,Chulpan Khamatova,Burghart Klaußner,Drama|Romance,7.7,4800000,4063859,-0.153362708,FLOP
3577,The Damned United,Tom Hooper,Stephen Graham,Mark Bazeley,Maurice Roëves,Biography|Drama|Sport,7.6,10000000,449558,-0.9550442,FLOP
3580,Mallrats,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,Comedy|Romance,7.2,6000000,2122561,-0.646239833,FLOP
3581,Grease,Randal Kleiser,Olivia Newton-John,Stockard Channing,Sid Caesar,Musical|Romance,7.2,6000000,181360000,29.22666667,HIT
3582,Platoon,Oliver Stone,Johnny Depp,Tom Berenger,Kevin Dillon,Drama|War,8.1,6000000,137963328,21.993888,HIT
3583,Fahrenheit 9/11,Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,Documentary|Drama|War,7.5,6000000,119078393,18.84639883,HIT
3584,Butch Cassidy and the Sundance Kid,George Roy Hill,Katharine Ross,Ted Cassidy,Kenneth Mars,Biography|Crime|Drama|Western,8.1,6000000,102308900,16.05148333,HIT
3585,Mary Poppins,Robert Stevenson,Ed Wynn,Glynis Johns,Elsa Lanchester,Comedy|Family|Fantasy|Musical,7.8,6000000,102300000,16.05,HIT
3586,Ordinary People,Robert Redford,Adam Baldwin,Elizabeth McGovern,Judd Hirsch,Drama,7.8,6000000,54800000,8.133333333,HIT
3587,Around the World in 80 Days,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action|Adventure|Comedy,5.8,110000000,24004159,-0.781780373,FLOP
3588,West Side Story,Jerome Robbins,Rita Moreno,George Chakiris,Richard Beymer,Crime|Drama|Musical|Romance|Thriller,7.6,6000000,43650000,6.275,HIT
3589,Caddyshack,Harold Ramis,Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,Comedy|Sport,7.4,6000000,39800000,5.633333333,HIT
3590,The Brothers,Gary Hardwick,Julie Benz,Tatyana Ali,Jenifer Lewis,Comedy|Drama,6.3,6000000,27457409,3.576234833,HIT
3591,The Wood,Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones,Comedy|Drama|Romance,6.9,6000000,25047631,3.174605167,HIT
3592,The Usual Suspects,Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,Crime|Drama|Mystery|Thriller,8.6,6000000,23272306,2.878717667,HIT
3593,A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,Fantasy|Horror|Romance|Thriller,5.1,8000000,22168359,1.771044875,HIT
3594,Van Wilder: Party Liaison,Walt Becker,Ryan Reynolds,Curtis Armstrong,Erik Estrada,Comedy|Romance,6.4,6000000,21005329,2.500888167,HIT
3595,The Wrestler,Darren Aronofsky,Mark Margolis,John D'Leo,Ajay Naidu,Drama|Sport,7.9,6000000,26236603,3.372767167,HIT
3596,Duel in the Sun,King Vidor,Joseph Cotten,Lillian Gish,Jennifer Jones,Drama|Romance|Western,6.9,8000000,20400000,1.55,HIT
3597,Best in Show,Christopher Guest,John Michael Higgins,Catherine O'Hara,Michael McKean,Comedy,7.5,6000000,18621249,2.1035415,HIT
3598,Escape from New York,John Carpenter,Donald Pleasence,Adrienne Barbeau,Tom Atkins,Action|Sci-Fi,7.2,6000000,25244700,3.20745,HIT
3599,School Daze,Spike Lee,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,Comedy|Drama|Musical,5.8,6500000,14545844,1.237822154,HIT
3600,Daddy Day Camp,Fred Savage,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,Comedy|Family,2.9,6000000,13235267,1.205877833,HIT
3603,Mystic Pizza,Donald Petrie,Julia Roberts,Lili Taylor,Conchata Ferrell,Comedy|Drama|Romance,6.2,6000000,12793213,1.132202167,HIT
3605,Sliding Doors,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch,Comedy|Drama|Fantasy|Romance,6.8,9000000,11883495,0.320388333,HIT
3606,Tales from the Hood,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,Comedy|Horror|Thriller,6.1,6000000,11797927,0.966321167,HIT
3607,The Last King of Scotland,Kevin Macdonald,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Biography|Drama|History|Thriller,7.7,6000000,17605861,1.934310167,HIT
3608,Halloween 5,Dominique Othenin-Girard,Donald Pleasence,Tamara Glynn,Troy Evans,Horror|Thriller,5.2,3000000,11642254,2.880751333,HIT
3609,Bernie,Richard Linklater,Matthew McConaughey,Brandon Smith,Rick Dial,Comedy|Crime|Drama,6.8,5000000,9203192,0.8406384,HIT
3610,Dolphins and Whales 3D: Tribes of the Ocean,Jean-Jacques Mantello,Charlotte Rampling,Daryl Hannah,,Adventure|Documentary|Short,6.5,6000000,7518876,0.253146,HIT
3611,Pollock,Ed Harris,John Heard,Bud Cort,Amy Madigan,Biography|Drama,7,6000000,8596914,0.432819,HIT
3612,200 Cigarettes,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Comedy|Drama|Romance,5.9,6000000,6851636,0.141939333,HIT
3613,The Words,Brian Klugman,J.K. Simmons,Bradley Cooper,Olivia Wilde,Drama|Mystery|Romance|Thriller,7.1,6000000,11434867,0.905811167,HIT
3614,Casa de mi Padre,Matt Piedmont,Will Ferrell,Adrian Martinez,Luis E. Carazo,Comedy|Western,5.5,6000000,5895238,-0.017460333,FLOP
3615,City Island,Raymond De Felitta,Ezra Miller,Curtiss Cook,Dominik García-Lorido,Comedy|Drama,7.4,6000000,6670712,0.111785333,HIT
3616,The Guard,John Michael McDonagh,Don Cheadle,Fionnula Flanagan,Wale Ojo,Comedy|Crime|Thriller,7.3,6000000,5359774,-0.106704333,FLOP
3617,College,Deb Hagan,Drake Bell,Alona Tal,Haley Bennett,Comedy,4.6,6500000,4693919,-0.277858615,FLOP
3618,The Virgin Suicides,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,Drama|Romance,7.2,6000000,4859475,-0.1900875,FLOP
3620,Miss March,Zach Cregger,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Comedy|Romance,5.1,6000000,4542775,-0.242870833,FLOP
3621,Wish I Was Here,Zach Braff,Jim Parsons,Josh Gad,Michael Weston,Comedy|Drama,6.7,6000000,3588432,-0.401928,FLOP
3622,Simply Irresistible,Mark Tarlov,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,Comedy|Drama|Fantasy|Romance,5.3,6000000,4394936,-0.267510667,FLOP
3624,Hedwig and the Angry Inch,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Andrea Martin,Comedy|Drama|Music|Musical,7.8,6000000,3029081,-0.495153167,FLOP
3625,Only the Strong,Sheldon Lettich,Antoni Corone,Ryan Bollman,Todd Susman,Action|Drama,6.7,6000000,3273588,-0.454402,FLOP
3627,Shattered Glass,Billy Ray,Hayden Christensen,Rosario Dawson,Cas Anvar,Drama|History,7.2,6000000,2207975,-0.632004167,FLOP
3628,Novocaine,David Atkins,Chelcie Ross,Lynne Thigpen,Polly Noonan,Comedy|Crime|Drama|Thriller,5.8,6000000,2025238,-0.662460333,FLOP
3631,The Wackness,Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,Comedy|Drama|Romance,7,6000000,2077046,-0.653825667,FLOP
3634,Beastmaster 2: Through the Portal of Time,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer,Action|Adventure|Fantasy|Sci-Fi,3.8,6000000,869325,-0.8551125,FLOP
3635,The 5th Quarter,Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Biography|Drama|Sport,5.7,6000000,399611,-0.933398167,FLOP
3637,The Greatest,Shana Feste,Jennifer Ehle,Zoë Kravitz,Cara Seymour,Drama|Romance,6.7,6000000,115862,-0.980689667,FLOP
3638,Snow Flower and the Secret Fan,Wayne Wang,Bingbing Li,Russell Wong,Ji-hyun Jun,Drama|History,6.1,6000000,1346503,-0.775582833,FLOP
3639,Come Early Morning,Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,Drama|Romance,6.2,6000000,117560,-0.980406667,FLOP
3640,Lucky Break,Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara,Comedy|Crime|Romance,6.2,6000000,54606,-0.990899,FLOP
3642,"Surfer, Dude",S.R. Bindler,Matthew McConaughey,Scott Glenn,Sarah Wright,Comedy,4.7,6000000,36497,-0.993917167,FLOP
3647,Deadfall,Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,Sissy Spacek,Crime|Drama|Thriller,6.3,12000000,65804,-0.994516333,FLOP
3652,L'auberge espagnole,Cédric Klapisch,Romain Duris,Cécile De France,Iddo Goldberg,Comedy|Drama,7.3,5300000,3895664,-0.264969057,FLOP
3653,Song One,Kate Barker-Froyland,Anne Hathaway,Shawn Parsons,Li Jun Li,Drama|Music,5.8,6000000,20200,-0.996633333,FLOP
3654,Murder by Numbers,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,Crime|Mystery|Thriller,6.1,50000000,31874869,-0.36250262,FLOP
3655,Winter in Wartime,Martin Koolhoven,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,Drama|History|War,7.1,4000000,542860,-0.864285,FLOP
3659,The Protector,Prachya Pinkaew,Jon Foo,Nathan Jones,Johnny Nguyen,Action|Crime|Drama|Thriller,7.1,200000000,11905519,-0.940472405,FLOP
3662,Bend It Like Beckham,Gurinder Chadha,Archie Panjabi,Parminder Nagra,Anupam Kher,Comedy|Drama|Romance|Sport,6.7,3500159,32541719,8.297211641,HIT
3663,Sunshine State,John Sayles,Miguel Ferrer,Edie Falco,Timothy Hutton,Drama|Romance,6.9,5600000,3064356,-0.452793571,FLOP
3664,Crossover,Preston A. Whitmore II,Wesley Jonathan,Wayne Brady,Eva Marcille,Action|Sport,2.1,5600000,7009668,0.251726429,HIT
3666,[Rec] 2,Jaume Balagueró,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,Horror,6.6,5600000,27024,-0.995174286,FLOP
3668,The Sting,George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,Comedy|Crime|Drama,8.3,5500000,159600000,28.01818182,HIT
3669,Chariots of Fire,Hugh Hudson,Alice Krige,Ben Cross,John Gielgud,Biography|Drama|Sport,7.2,5500000,58800000,9.690909091,HIT
3670,Diary of a Mad Black Woman,Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,Comedy|Drama|Romance,5.6,5500000,50382128,8.160386909,HIT
3671,Shine,Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Biography|Drama|Music|Romance,7.7,5500000,35811509,5.511183455,HIT
3672,Don Jon,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Comedy|Drama|Romance,6.6,3000000,24475193,7.158397667,HIT
3674,Ghost World,Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,Comedy|Drama,7.4,7000000,6200756,-0.114177714,FLOP
3675,Iris,Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,Biography|Drama|Romance,7.1,5500000,1292119,-0.765069273,FLOP
3677,The Chorus,Christophe Barratier,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,Drama|Music,7.9,5500000,3629758,-0.340044,FLOP
3678,Mambo Italiano,Émile Gaudreault,Paul Sorvino,Luke Kirby,Claudia Ferri,Comedy|Drama,6.7,5000000,6239558,0.2479116,HIT
3679,Wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime|Drama|Mystery|Thriller,6.6,5000000,1056102,-0.7887796,FLOP
3680,Do the Right Thing,Spike Lee,Ruby Dee,John Savage,Danny Aiello,Drama,7.9,6500000,27545445,3.237760769,HIT
3681,Harvard Man,James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,Comedy|Crime|Drama|Romance|Thriller,4.9,5500000,56007,-0.989816909,FLOP
3682,Le Havre,Aki Kaurismäki,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,Comedy|Drama,7.2,3850000,611709,-0.841114545,FLOP
3684,R100,Hitoshi Matsumoto,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,Comedy|Drama,6.1,5500000,22770,-0.99586,FLOP
3687,Salvation Boulevard,George Ratliff,Jim Gaffigan,Cree Kelly,Mike Eshaq,Action|Comedy|Drama|Thriller,5.3,9000000,27445,-0.996950556,FLOP
3688,The Ten,David Wain,Jon Hamm,Ken Marino,Ron Silver,Comedy|Romance,5,5250000,766487,-0.854002476,FLOP
3690,Headhunters,Morten Tyldum,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,Crime|Drama|Thriller,7.6,30300000,1196752,-0.960503234,FLOP
3692,Saint Ralph,Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,Comedy|Drama|Sport,7.6,6000000,795126,-0.867479,FLOP
3696,Insidious: Chapter 2,James Wan,Lin Shaye,Barbara Hershey,Leigh Whannell,Fantasy|Horror|Thriller,6.6,5000000,83574831,15.7149662,HIT
3697,Saw II,Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,Horror|Mystery,6.6,4000000,87025093,20.75627325,HIT
3698,10 Cloverfield Lane,Dan Trachtenberg,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,Drama|Horror|Mystery|Sci-Fi|Thriller,7.3,15000000,71897215,3.793147667,HIT
3699,Jackass: The Movie,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Comedy|Documentary,6.6,5000000,64267897,11.8535794,HIT
3700,Lights Out,David F. Sandberg,Billy Burke,Amiah Miller,Gabriel Bateman,Horror,6.9,4900000,56536016,10.53796245,HIT
3701,Paranormal Activity 3,Henry Joost,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,Horror,5.8,5000000,104007828,19.8015656,HIT
3702,Ouija,Stiles White,Lin Shaye,Shelley Hennig,Daren Kagasoff,Fantasy|Horror,4.4,5000000,50820940,9.164188,HIT
3703,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,Action|Fantasy|Horror|Thriller,6.6,4500000,44793200,8.954044444,HIT
3704,The Gift,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Mystery|Thriller,7.1,5000000,43771291,7.7542582,HIT
3705,Instructions Not Included,Eugenio Derbez,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,Comedy|Drama,7.6,5000000,44456509,7.8913018,HIT
3706,Paranormal Activity 4,Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,Horror,4.6,5000000,53884821,9.7769642,HIT
3707,The Robe,Henry Koster,Richard Burton,Jean Simmons,Victor Mature,Drama|History,6.8,5000000,36000000,6.2,HIT
3709,Freddy's Dead: The Final Nightmare,Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto,Comedy|Fantasy|Horror|Thriller,4.9,8500000,34872293,3.102622706,HIT
3710,Monster,Patty Jenkins,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,Biography|Crime|Drama|Thriller,7.3,4500000,34468224,6.659605333,HIT
3712,Paranormal Activity: The Marked Ones,Christopher Landon,Richard Cabral,Gloria Sandoval,Molly Ephraim,Fantasy|Horror|Thriller,5,5000000,32453345,5.490669,HIT
3714,Dallas Buyers Club,Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Denis O'Hare,Biography|Drama,8,5000000,27296514,4.4593028,HIT
3715,The Lazarus Effect,David Gelb,Olivia Wilde,Mark Duplass,Donald Glover,Horror|Sci-Fi|Thriller,5.2,3300000,25799043,6.817891818,HIT
3716,Memento,Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox,Mystery|Thriller,8.5,9000000,25530884,1.836764889,HIT
3717,Oculus,Mike Flanagan,James Lafferty,Rory Cochrane,Garrett Ryan,Horror|Mystery,6.5,5000000,27689474,4.5378948,HIT
3718,Clerks II,Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,Comedy,7.4,5000000,24138847,3.8277694,HIT
3719,Billy Elliot,Stephen Daldry,Julie Walters,Gary Lewis,Jamie Draven,Drama|Music,7.7,5000000,21994911,3.3989822,HIT
3720,The Way Way Back,Nat Faxon,Steve Carell,Liam James,Jim Rash,Comedy|Drama,7.4,5000000,21501098,3.3002196,HIT
3721,House Party 2,George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin,Comedy|Drama|Music|Romance,5.1,5000000,19281235,2.856247,HIT
3723,Doug's 1st Movie,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,Animation|Comedy|Family,5,5000000,19421271,2.8842542,HIT
3724,The Apostle,Robert Duvall,John Beasley,Todd Allen,June Carter Cash,Drama,7.2,5000000,20733485,3.146697,HIT
3726,Our Idiot Brother,Jesse Peretz,Zooey Deschanel,Adam Scott,Steve Coogan,Comedy|Drama,6.4,5000000,24809547,3.9619094,HIT
3728,The Players Club,Ice Cube,Bernie Mac,Monica Calhoun,Chrystale Wilson,Comedy|Drama,5.6,4500000,23031390,4.118086667,HIT
3729,O,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Drama|Romance|Thriller,6.2,5000000,16017403,2.2034806,HIT
3730,"As Above, So Below",John Erick Dowdle,Ben Feldman,Edwin Hodge,Perdita Weeks,Horror|Mystery|Thriller,6.1,5000000,21197315,3.239463,HIT
3731,Addicted,Bille Woodruff,Boris Kodjoe,Cameron Mills,Sharon Leal,Drama|Thriller,5.2,5000000,17382982,2.4765964,HIT
3732,Eve's Bayou,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Drama,7.3,6000000,14821531,1.470255167,HIT
3733,Still Alice,Richard Glatzer,Kristen Stewart,Hunter Parrish,Seth Gilliam,Drama,7.5,5000000,18656400,2.73128,HIT
3736,Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,Kane Hodder,Peter Mark Richman,Scott Reeves,Adventure|Horror,4.5,5000000,14343976,1.8687952,HIT
3737,My Big Fat Greek Wedding,Joel Zwick,Nia Vardalos,Louis Mandylor,Lainie Kazan,Comedy|Family|Romance,6.6,5000000,241437427,47.2874854,HIT
3738,Spring Breakers,Harmony Korine,James Franco,Heather Morris,Rachel Korine,Crime|Drama,5.3,5000000,14123773,1.8247546,HIT
3739,Halloween: The Curse of Michael Myers,Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,Horror|Thriller,4.9,5000000,15126948,2.0253896,HIT
3740,Y Tu Mamá También,Alfonso Cuarón,Maribel Verdú,Daniel Giménez Cacho,María Aura,Adventure|Comedy|Drama|Romance,7.7,2000000,13622333,5.8111665,HIT
3741,Shaun of the Dead,Edgar Wright,Peter Serafinowicz,Dylan Moran,Rafe Spall,Comedy|Horror,8,4000000,13464388,2.366097,HIT
3742,The Haunting of Molly Hartley,Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,Drama|Horror|Thriller,3.8,5000000,13350177,1.6700354,HIT
3743,Lone Star,John Sayles,Matthew McConaughey,Clifton James,Miriam Colon,Drama|Mystery,7.6,5000000,13269963,1.6539926,HIT
3744,Halloween 4: The Return of Michael Myers,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,Horror|Thriller,5.9,5000000,17768000,2.5536,HIT
3745,April Fool's Day,Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,Horror|Mystery,6.2,5000000,12947763,1.5895526,HIT
3746,Diner,Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,Comedy|Drama,7.2,5000000,14100000,1.82,HIT
3747,Lone Wolf McQuade,Steve Carver,David Carradine,William Sanderson,Robert Beltran,Action|Crime|Drama|Thriller|Western,6.3,5000000,12200000,1.44,HIT
3748,Apollo 18,Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,Horror|Mystery|Sci-Fi|Thriller,5.2,5000000,17683670,2.536734,HIT
3749,Sunshine Cleaning,Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Comedy|Drama,6.9,8000000,12055108,0.5068885,HIT
3750,No Escape,John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,Action|Thriller,6.8,5000000,27285953,4.4571906,HIT
3753,Fifty Shades of Black,Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,Comedy,3.5,5000000,11675178,1.3350356,HIT
3754,Not Easily Broken,Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,Drama|Romance,6.1,8000000,10572742,0.32159275,HIT
3756,The Perfect Match,Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London,Comedy|Romance,4.5,5000000,9658370,0.931674,HIT
3757,Digimon: The Movie,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action|Adventure|Animation|Family|Sci-Fi,5.9,5000000,9628751,0.9257502,HIT
3758,Saved!,Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Comedy|Drama,6.9,5000000,8786715,0.757343,HIT
3759,The Barbarian Invasions,Denys Arcand,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Comedy|Crime|Drama|Mystery|Romance,7.7,6000000,3432342,-0.427943,FLOP
3761,The Forsaken,J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,Horror|Thriller,5.3,5000000,6755271,0.3510542,HIT
3763,UHF,Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,Comedy|Drama,7,5000000,6157157,0.2314314,HIT
3765,Slums of Beverly Hills,Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,Comedy|Drama,6.6,5000000,5480318,0.0960636,HIT
3767,Made,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,Comedy|Crime|Drama|Thriller,6.4,5000000,5308707,0.0617414,HIT
3768,Moon,Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,Drama|Mystery|Sci-Fi,7.9,5000000,5009677,0.0019354,HIT
3770,Sea Rex 3D: Journey to a Prehistoric World,Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Documentary,6.9,5000000,4074023,-0.1851954,FLOP
3771,The Sweet Hereafter,Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,Drama,7.7,5000000,4306697,-0.1386606,FLOP
3772,Of Gods and Men,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Drama,7.2,4000000,3950029,-0.01249275,FLOP
3773,Bottle Shock,Randall Miller,Alan Rickman,Freddy Rodríguez,Greg Collins,Comedy|Drama,6.8,5000000,4040588,-0.1918824,FLOP
3775,Heavenly Creatures,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Biography|Crime|Drama|Romance|Thriller,7.4,5000000,3049135,-0.390173,FLOP
3776,90 Minutes in Heaven,Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,Drama,4.6,5000000,4700361,-0.0599278,FLOP
3777,Everything Must Go,Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,Comedy|Drama,6.4,5000000,2711210,-0.457758,FLOP
3778,Zero Effect,Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,Comedy|Crime|Drama|Mystery|Thriller,7,5000000,1980338,-0.6039324,FLOP
3779,The Machinist,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,Drama|Thriller,7.7,5000000,1082044,-0.7835912,FLOP
3780,Light Sleeper,Paul Schrader,Dana Delany,Jane Adams,David Clennon,Crime|Drama,6.8,5000000,1100000,-0.78,FLOP
3781,Kill the Messenger,Michael Cuesta,Jeremy Renner,Paz Vega,Robert Pralgo,Biography|Crime|Drama|Mystery|Thriller,7,5000000,2445646,-0.5108708,FLOP
3782,Rabbit Hole,John Cameron Mitchell,Dianne Wiest,Jon Tenney,Tammy Blanchard,Drama,7,5000000,2221809,-0.5556382,FLOP
3783,Party Monster,Fenton Bailey,Macaulay Culkin,Mia Kirshner,Marilyn Manson,Biography|Crime|Drama|Thriller,6.3,5000000,296665,-0.940667,FLOP
3784,Green Room,Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole,Crime|Horror|Music|Thriller,7.1,5000000,3219029,-0.3561942,FLOP
3786,Atlas Shrugged: Who Is John Galt?,James Manera,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,Drama|Mystery|Sci-Fi,4.4,5000000,830210,-0.833958,FLOP
3787,Bottle Rocket,Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,Comedy|Crime|Drama,7.1,7000000,1040879,-0.851303,FLOP
3788,Albino Alligator,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,Crime|Drama|Thriller,6.1,5000000,326308,-0.9347384,FLOP
3793,"Lovely, Still",Nicholas Fackler,Adam Scott,Ellen Burstyn,Martin Landau,Drama|Romance,7.3,5000000,124720,-0.975056,FLOP
3795,Desert Blue,Morgan J. Freeman,Ethan Suplee,John Heard,Sara Gilbert,Drama,6.2,2000000,99147,-0.9504265,FLOP
3797,The Visit,M. Night Shyamalan,Ocean James,Patch Darragh,Olivia DeJonge,Horror|Thriller,6.2,5000000,65069140,12.013828,HIT
3798,Redacted,Brian De Palma,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,Crime|Thriller|War,6.2,5000000,65087,-0.9869826,FLOP
3799,Fascination,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,Mystery|Romance|Thriller,3.3,5000000,16066,-0.9967868,FLOP
3808,Rudderless,William H. Macy,Billy Crudup,Felicity Huffman,David Adam Flannery,Comedy|Drama|Music,7.5,5000000,37440,-0.992512,FLOP
3819,I Served the King of England,Jirí Menzel,Julia Jentsch,Ivan Barnev,Milan Lasica,Comedy|Drama|Romance|War,7.4,84450000,617228,-0.992691202,FLOP
3820,Soul Kitchen,Fatih Akin,Udo Kier,Moritz Bleibtreu,Birol Ünel,Comedy|Drama,7.3,4000000,274385,-0.93140375,FLOP
3821,Sling Blade,Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,Drama,8,890000,24475416,26.50046742,HIT
3823,Hostel,Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,Horror,5.9,4800000,47277326,8.849442917,HIT
3824,Tristram Shandy: A Cock and Bull Story,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,Comedy|Drama,6.8,2800000,1247453,-0.554481071,FLOP
3825,Take Shelter,Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet,Drama|Thriller,7.4,5000000,1729969,-0.6540062,FLOP
3826,Lady in White,Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,Fantasy|Horror|Mystery|Thriller,6.7,4700000,1705139,-0.637204468,FLOP
3829,The Texas Chainsaw Massacre 2,Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,Comedy|Horror,5.5,4700000,8025872,0.70763234,HIT
3831,Only God Forgives,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,Crime|Drama,5.7,4800000,778565,-0.837798958,FLOP
3837,The Names of Love,Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem,Comedy|Drama|Romance,7.2,4600000,513836,-0.888296522,FLOP
